	INDEX	form	lemma	xpos	syllables	stress	phon
28	122	șablonul	șablon	Ncmsry	șa.blo.nul	șabl'onul	S a b l o n u l
29	123	șablonului	șablon	Ncmsoy	șa.blo.nu.lui	șabl'onului	S a b l o n u l u j
30	126	șafar	=	Ncms-n	șa.far	ș'afar	S a f a r
31	127	șafari	șafar	Ncmp-n	șa.fari	ș'afari	S a f a r i_0
32	128	șafarii	șafar	Ncmpry	șa.fa.rii	ș'afarii	S a f a r i j
33	129	șafarilor	șafar	Ncmpoy	șa.fa.ri.lor	ș'afarilor	S a f a r i l o r
34	130	șafarul	șafar	Ncmsry	șa.fa.rul	ș'afarul	S a f a r u l
35	131	șafarului	șafar	Ncmsoy	șa.fa.ru.lui	ș'afarului	S a f a r u l u j
36	132	șaga	șagă	Ncfsry	șa.ga	ș'aga	S a g a
37	133	șagi	șagă	Ncfp-n	șagi	șagi	S a gZ
38	134	șagi	șagă	Ncfson	șagi	șagi	S a gZ
39	135	șagile	șagă	Ncfpry	șa.gi.le	șag'ile	S a g i l e
40	136	șagilor	șagă	Ncfpoy	șa.gi.lor	ș'agilor	S a g i l o r
41	137	șagă	=	Ncfsrn	șa.gă	ș'agă	S a g @
42	138	șah	=	Ncms-n	șah	șah	S a h
43	139	șahi	șah	Ncmp-n	șahi	șahi	S a h i_0
44	140	șahii	șah	Ncmpry	șa.hii	ș'ahii	S a h i j
45	141	șahilor	șah	Ncmpoy	șa.hi.lor	ș'ahilor	S a h i l o r
46	142	șahul	șah	Ncmsry	șa.hul	ș'ahul	S a h u l
47	143	șahului	șah	Ncmsoy	șa.hu.lui	ș'ahului	S a h u l u j
48	144	șahuri	șah	Ncfp-n	șa.huri	ș'ahuri	S a h u r i_0
49	145	șahurile	șah	Ncfpry	șa.hu.ri.le	ș'ahurile	S a h u r i l e
50	146	șahurilor	șah	Ncfpoy	șa.hu.ri.lor	ș'ahurilor	S a h u r i l o r
51	147	șahzadea	=	Ncfsrn	șah.za.dea	șahzade'a	S a h z a d e_X a
52	148	șahzadeaua	șahzadea	Ncfsry	șah.za.dea.ua	șahzade'aua	S a h z a d e_X a w a
53	149	șahzadele	șahzadea	Ncfp-n	șah.za.de.le	șahzad'ele	S a h z a d e l e
54	150	șahzadele	șahzadea	Ncfson	șah.za.de.le	șahzad'ele	S a h z a d e l e
55	151	șahzadelei	șahzadea	Ncfsoy	șah.za.de.lei	șahzad'elei	S a h z a d e l e j
56	152	șahzadelele	șahzadea	Ncfpry	șah.za.de.le.le	șahzad'elele	S a h z a d e l e l e
57	153	șahzadelelor	șahzadea	Ncfpoy	șah.za.de.le.lor	șahzad'elelor	S a h z a d e l e l o r
58	154	șaica	șaică	Ncfsry	șai.ca	ș'aica	S a j k a
59	155	șaică	=	Ncfsrn	șai.că	ș'aică	S a j k @
60	172	șal	=	Ncms-n	șal	șal	S a l
61	173	șalanj	=	Ncfp-n	șa.lanj	șal'anj	S a l a n Z
62	174	șalanj	=	Ncm--n	șa.lanj	șal'anj	S a l a n Z
63	175	șalanj	=	Ncmsvn	șa.lanj	șal'anj	S a l a n Z
64	176	șalanjul	șalanj	Ncmsry	șa.lan.jul	șal'anjul	S a l a n Z u l
65	177	șalanjule	șalanj	Ncmsvy	șa.lan.ju.le	șalanj'ule	S a l a n Z u l e
66	178	șalanjului	șalanj	Ncmsoy	șa.lan.ju.lui	șal'anjului	S a l a n Z u l u j
67	179	șale	=	Ncfp-n	șa.le	ș'ale	S a l e
68	180	șalele	șale	Ncfpry	șa.le.le	ș'alele	S a l e l e
69	181	șalelor	șale	Ncfpoy	șa.le.lor	ș'alelor	S a l e l o r
70	182	șaltăr	=	Ncms-n	șal.tăr	ș'altăr	S a l t @ r
71	183	șaltăre	șaltăr	Ncfp-n	șal.tă.re	ș'altăre	S a l t @ r e
72	184	șaltărele	șaltăr	Ncfpry	șal.tă.re.le	ș'altărele	S a l t @ r e l e
73	185	șaltărelor	șaltăr	Ncfpoy	șal.tă.re.lor	ș'altărelor	S a l t @ r e l o r
74	186	șaltărul	șaltăr	Ncmsry	șal.tă.rul	ș'altărul	S a l t @ r u l
75	187	șaltărului	șaltăr	Ncmsoy	șal.tă.ru.lui	ș'altărului	S a l t @ r u l u j
76	188	șalul	șal	Ncmsry	șa.lul	ș'alul	S a l u l
77	189	șalului	șal	Ncmsoy	șa.lu.lui	ș'alului	S a l u l u j
78	190	șalupa	șalupă	Ncfsry	șa.lu.pa	șal'upa	S a l u p a
79	191	șalupe	șalupă	Ncfp-n	șa.lu.pe	șal'upe	S a l u p e
80	192	șalupe	șalupă	Ncfson	șa.lu.pe	șal'upe	S a l u p e
81	193	șalupei	șalupă	Ncfsoy	șa.lu.pei	șal'upei	S a l u p e j
82	194	șalupele	șalupă	Ncfpry	șa.lu.pe.le	șal'upele	S a l u p e l e
83	195	șalupelor	șalupă	Ncfpoy	șa.lu.pe.lor	șal'upelor	S a l u p e l o r
84	196	șalupo	șalupă	Ncfsvy	șa.lu.po	șal'upo	S a l u p o
85	197	șalupă	=	Ncfsrn	șa.lu.pă	șal'upă	S a l u p @
86	198	șaluri	șal	Ncfp-n	șa.luri	ș'aluri	S a l u r i_0
87	199	șalurile	șal	Ncfpry	șa.lu.ri.le	ș'alurile	S a l u r i l e
88	200	șalurilor	șal	Ncfpoy	șa.lu.ri.lor	ș'alurilor	S a l u r i l o r
89	201	șalvaragii	șalvaragiu	Ncmp-n	șal.va.ra.gii	șalvarag'ii	S a l v a r a gZ i j
90	202	șalvaragiii	șalvaragiu	Ncmpry	șal.va.ra.gi.ii	șalvarag'iii	S a l v a r a gZ i i j
91	203	șalvaragiilor	șalvaragiu	Ncmpoy	șal.va.ra.gi.i.lor	șalvarag'iilor	S a l v a r a gZ i i l o r
92	204	șalvaragiu	=	Ncms-n	șal.va.ra.giu	șalvarag'iu	S a l v a r a gZ i w
93	205	șalvaragiul	șalvaragiu	Ncmsry	șal.va.ra.gi.ul	șalvarag'iul	S a l v a r a gZ i u l
94	206	șalvaragiului	șalvaragiu	Ncmsoy	șal.va.ra.gi.u.lui	șalvarag'iului	S a l v a r a gZ i u l u j
95	207	șalăi	șalău	Ncmp-n	șa.lăi	șal'ăi	S a l @ j
96	208	șalăii	șalău	Ncmpry	șa.lă.ii	șal'ăii	S a l @ i j
97	209	șalăilor	șalău	Ncmpoy	șa.lă.i.lor	șal'ăilor	S a l @ i l o r
98	210	șalău	=	Ncms-n	șa.lău	șal'ău	S a l @ w
99	211	șalăul	șalău	Ncmsry	șa.lă.ul	șal'ăul	S a l @ u l
100	212	șalăului	șalău	Ncmsoy	șa.lă.u.lui	șal'ăului	S a l @ u l u j
101	213	șaman	=	Ncms-n	șa.man	șam'an	S a m a n
102	214	șamani	șaman	Ncmp-n	șa.mani	șam'ani	S a m a n i_0
103	215	șamanii	șaman	Ncmpry	șa.ma.nii	șam'anii	S a m a n i j
104	216	șamanilor	șaman	Ncmpoy	șa.ma.ni.lor	șam'anilor	S a m a n i l o r
105	217	șamanism	=	Ncms-n	șa.ma.nism	șaman'ism	S a m a n i s m
106	218	șamanismul	șamanism	Ncmsry	șa.ma.nis.mul	șaman'ismul	S a m a n i s m u l
107	219	șamanismului	șamanism	Ncmsoy	șa.ma.nis.mu.lui	șaman'ismului	S a m a n i s m u l u j
108	220	șamanul	șaman	Ncmsry	șa.ma.nul	șam'anul	S a m a n u l
109	221	șamanule	șaman	Ncmsvy	șa.ma.nu.le	șam'anule	S a m a n u l e
110	222	șamanului	șaman	Ncmsoy	șa.ma.nu.lui	șam'anului	S a m a n u l u j
111	223	șamot	=	Ncms-n	șa.mot	șam'ot	S a m o t
112	224	șamotul	șamot	Ncmsry	șa.mo.tul	șam'otul	S a m o t u l
113	225	șamotului	șamot	Ncmsoy	șa.mo.tu.lui	șam'otului	S a m o t u l u j
114	226	șampania	șampanie	Ncfsry	șam.pa.ni.a	șamp'ania	S a m p a n i a
115	227	șampanie	=	Ncfsrn	șam.pa.ni.e	șamp'anie	S a m p a n i e
116	228	șampaniei	șampanie	Ncfsoy	șam.pa.ni.ei	șamp'aniei	S a m p a n i e j
117	229	șampanii	șampanie	Ncfp-n	șam.pa.nii	șamp'anii	S a m p a n i j
118	230	șampanii	șampanie	Ncfson	șam.pa.nii	șamp'anii	S a m p a n i j
119	231	șampaniile	șampanie	Ncfpry	șam.pa.ni.i.le	șamp'aniile	S a m p a n i i l e
120	232	șampaniilor	șampanie	Ncfpoy	șam.pa.ni.i.lor	șamp'aniilor	S a m p a n i i l o r
121	265	șampoane	șampon	Ncfp-n	șam.poa.ne	șampo'ane	S a m p o_X a n e
122	266	șampoanele	șampon	Ncfpry	șam.poa.ne.le	șampo'anele	S a m p o_X a n e l e
123	267	șampoanelor	șampon	Ncfpoy	șam.poa.ne.lor	șampo'anelor	S a m p o_X a n e l o r
124	268	șampon	=	Ncms-n	șam.pon	șamp'on	S a m p o n
125	269	șamponul	șampon	Ncmsry	șam.po.nul	șamp'onul	S a m p o n u l
126	270	șamponului	șampon	Ncmsoy	șam.po.nu.lui	șamp'onului	S a m p o n u l u j
127	271	șamponuri	șampon	Ncfp-n	șam.po.nuri	șamp'onuri	S a m p o n u r i_0
128	272	șamponurile	șampon	Ncfpry	șam.po.nu.ri.le	șamp'onurile	S a m p o n u r i l e
129	273	șamponurilor	șampon	Ncfpoy	șam.po.nu.ri.lor	șamp'onurilor	S a m p o n u r i l o r
130	274	șanț	=	Ncms-n	șanț	șanț	S a n ts
131	275	șanțul	șanț	Ncmsry	șan.țul	ș'anțul	S a n ts u l
132	276	șanțului	șanț	Ncmsoy	șan.țu.lui	ș'anțului	S a n ts u l u j
133	277	șanțuri	șanț	Ncfp-n	șan.țuri	ș'anțuri	S a n ts u r i_0
134	278	șanțurile	șanț	Ncfpry	șan.țu.ri.le	ș'anțurile	S a n ts u r i l e
135	279	șanțurilor	șanț	Ncfpoy	șan.țu.ri.lor	ș'anțurilor	S a n ts u r i l o r
136	280	șansa	șansă	Ncfsry	șan.sa	ș'ansa	S a n s a
137	281	șanse	șansă	Ncfp-n	șan.se	ș'anse	S a n s e
138	282	șanse	șansă	Ncfson	șan.se	ș'anse	S a n s e
139	283	șansei	șansă	Ncfsoy	șan.sei	ș'ansei	S a n s e j
140	284	șansele	șansă	Ncfpry	șan.se.le	ș'ansele	S a n s e l e
141	285	șanselor	șansă	Ncfpoy	șan.se.lor	ș'anselor	S a n s e l o r
142	286	șanso	șansă	Ncfsvy	șan.so	ș'anso	S a n s o
143	287	șansă	=	Ncfsrn	șan.să	ș'ansă	S a n s @
144	290	șantajări	șantajare	Ncfp-n	șan.ta.jări	șantaj'ări	S a n t a Z @ r i_0
145	291	șantajări	șantajare	Ncfson	șan.ta.jări	șantaj'ări	S a n t a Z @ r i_0
146	292	șantajării	șantajare	Ncfsoy	șan.ta.jă.rii	șantaj'ării	S a n t a Z @ r i j
147	293	șantajările	șantajare	Ncfpry	șan.ta.jă.ri.le	șantaj'ările	S a n t a Z @ r i l e
148	294	șantajărilor	șantajare	Ncfpoy	șan.ta.jă.ri.lor	șantaj'ărilor	S a n t a Z @ r i l o r
149	295	șantaj	=	Ncms-n	șan.taj	șant'aj	S a n t a Z
150	301	șantajare	=	Ncfsrn	șan.ta.ja.re	șantaj'are	S a n t a Z a r e
151	302	șantajarea	șantajare	Ncfsry	șan.ta.ja.rea	șantaj'area	S a n t a Z a r e_X a
152	335	șantaje	șantaj	Ncfp-n	șan.ta.je	șant'aje	S a n t a Z e
153	338	șantajele	șantaj	Ncfpry	șan.ta.je.le	șant'ajele	S a n t a Z e l e
154	339	șantajelor	șantaj	Ncfpoy	șan.ta.je.lor	șant'ajelor	S a n t a Z e l o r
155	343	șantajist	=	Ncms-n	șan.ta.jist	șantaj'ist	S a n t a Z i s t
156	344	șantajistul	șantajist	Ncmsry	șan.ta.jis.tul	șantaj'istul	S a n t a Z i s t u l
157	345	șantajistului	șantajist	Ncmsoy	șan.ta.jis.tu.lui	șantaj'istului	S a n t a Z i s t u l u j
158	346	șantajiști	șantajist	Ncmp-n	șan.ta.jiști	șantaj'iști	S a n t a Z i S t i_0
159	347	șantajiștii	șantajist	Ncmpry	șan.ta.jiș.tii	șantaj'iștii	S a n t a Z i S t i j
160	348	șantajiștilor	șantajist	Ncmpoy	șan.ta.jiș.ti.lor	șantaj'iștilor	S a n t a Z i S t i l o r
161	349	șantajul	șantaj	Ncmsry	șan.ta.jul	șant'ajul	S a n t a Z u l
162	350	șantajului	șantaj	Ncmsoy	șan.ta.ju.lui	șant'ajului	S a n t a Z u l u j
163	351	șantajuri	șantaj	Ncfp-n	șan.ta.juri	șant'ajuri	S a n t a Z u r i_0
164	352	șantajurile	șantaj	Ncfpry	șan.ta.ju.ri.le	șant'ajurile	S a n t a Z u r i l e
165	353	șantajurilor	șantaj	Ncfpoy	șan.ta.ju.ri.lor	șant'ajurilor	S a n t a Z u r i l o r
166	356	șantier	=	Ncms-n	șan.ti.er	șanti'er	S a n t i e r
167	357	șantiere	șantier	Ncfp-n	șan.ti.e.re	șanti'ere	S a n t i e r e
168	358	șantierele	șantier	Ncfpry	șan.ti.e.re.le	șanti'erele	S a n t i e r e l e
169	359	șantierelor	șantier	Ncfpoy	șan.ti.e.re.lor	șanti'erelor	S a n t i e r e l o r
170	360	șantierul	șantier	Ncmsry	șan.ti.e.rul	șanti'erul	S a n t i e r u l
171	361	șantierule	șantier	Ncmsvy	șan.ti.e.ru.le	șanti'erule	S a n t i e r u l e
172	362	șantierului	șantier	Ncmsoy	șan.ti.e.ru.lui	șanti'erului	S a n t i e r u l u j
173	363	șantung	=	Ncfp-n	șan.tung	ș'antung	S a n t u n g
174	364	șantung	=	Ncm--n	șan.tung	ș'antung	S a n t u n g
175	365	șantung	=	Ncmsvn	șan.tung	ș'antung	S a n t u n g
176	366	șantungul	șantung	Ncmsry	șan.tun.gul	ș'antungul	S a n t u n g u l
177	367	șantungului	șantung	Ncmsoy	șan.tun.gu.lui	ș'antungului	S a n t u n g u l u j
178	368	șantunguri	șantung	Ncfp-n	șan.tun.guri	ș'antunguri	S a n t u n g u r i_0
179	369	șantungurile	șantung	Ncfpry	șan.tun.gu.ri.le	ș'antungurile	S a n t u n g u r i l e
180	370	șantungurilor	șantung	Ncfpoy	șan.tun.gu.ri.lor	ș'antungurilor	S a n t u n g u r i l o r
181	371	șapca	șapcă	Ncfsry	șap.ca	ș'apca	S a p k a
182	383	șapcă	=	Ncfsrn	șap.că	ș'apcă	S a p k @
183	397	șarg	=	Ncms-n	șarg	șarg	S a r g
184	398	șargi	șarg	Ncmp-n	șargi	șargi	S a r gZ
185	399	șargii	șarg	Ncmpry	șar.gii	ș'argii	S a r gZ i j
186	400	șargilor	șarg	Ncmpoy	șar.gi.lor	ș'argilor	S a r gZ i l o r
187	401	șargul	șarg	Ncmsry	șar.gul	ș'argul	S a r g u l
188	402	șargului	șarg	Ncmsoy	șar.gu.lui	ș'argului	S a r g u l u j
189	403	șarlatania	șarlatanie	Ncfsry	șar.la.ta.ni.a	șarlatan'ia	S a r l a t a n i a
190	404	șarlatanie	=	Ncfsrn	șar.la.ta.ni.e	șarlatan'ie	S a r l a t a n i e
191	405	șarlataniei	șarlatanie	Ncfsoy	șar.la.ta.ni.ei	șarlatan'iei	S a r l a t a n i e j
192	406	șarlatanii	șarlatanie	Ncfp-n	șar.la.ta.nii	șarlatan'ii	S a r l a t a n i j
193	407	șarlatanii	șarlatanie	Ncfson	șar.la.ta.nii	șarlatan'ii	S a r l a t a n i j
194	408	șarlataniile	șarlatanie	Ncfpry	șar.la.ta.ni.i.le	șarlatan'iile	S a r l a t a n i i l e
195	409	șarlataniilor	șarlatanie	Ncfpoy	șar.la.ta.ni.i.lor	șarlatan'iilor	S a r l a t a n i i l o r
196	410	șarm	=	Ncms-n	șarm	șarm	S a r m
197	411	șarmul	șarm	Ncmsry	șar.mul	ș'armul	S a r m u l
198	412	șarmului	șarm	Ncmsoy	șar.mu.lui	ș'armului	S a r m u l u j
199	413	șarmuri	șarm	Ncfp-n	șar.muri	ș'armuri	S a r m u r i_0
200	414	șarmurile	șarm	Ncfpry	șar.mu.ri.le	ș'armurile	S a r m u r i l e
201	415	șarmurilor	șarm	Ncfpoy	șar.mu.ri.lor	ș'armurilor	S a r m u r i l o r
202	416	șarpe	=	Ncms-n	șar.pe	ș'arpe	S a r p e
203	417	șarpele	șarpe	Ncmsry	șar.pe.le	ș'arpele	S a r p e l e
204	418	șarpelui	șarpe	Ncmsoy	șar.pe.lui	ș'arpelui	S a r p e l u j
205	423	șasiul	șasiu	Ncmsry	șa.si.ul	șas'iul	S a s i u l
206	424	șasiului	șasiu	Ncmsoy	șa.si.u.lui	șas'iului	S a s i u l u j
207	425	șasiuri	șasiu	Ncfp-n	șa.si.uri	șas'iuri	S a s i u r i_0
208	426	șasiurile	șasiu	Ncfpry	șa.si.u.ri.le	șas'iurile	S a s i u r i l e
209	427	șasiurilor	șasiu	Ncfpoy	șa.si.u.ri.lor	șas'iurilor	S a s i u r i l o r
210	428	șasla	=	Ncfsrn	șas.la	șasl'a	S a s l a
211	429	șaslale	șasla	Ncfp-n	șas.la.le	șasl'ale	S a s l a l e
212	430	șaslale	șasla	Ncfson	șas.la.le	șasl'ale	S a s l a l e
213	431	șaslalei	șasla	Ncfsoy	șas.la.lei	șasl'alei	S a s l a l e j
214	432	șaslalele	șasla	Ncfpry	șas.la.le.le	șasl'alele	S a s l a l e l e
215	433	șaslalelor	șasla	Ncfpoy	șas.la.le.lor	șasl'alelor	S a s l a l e l o r
216	434	șaslaua	șasla	Ncfsry	șas.la.ua	șasl'aua	S a s l a w a
217	449	șatra	șatră	Ncfsry	șa.tra	ș'atra	S a t r a
218	450	șatre	șatră	Ncfp-n	șa.tre	ș'atre	S a t r e
219	451	șatre	șatră	Ncfson	șa.tre	ș'atre	S a t r e
220	452	șatrei	șatră	Ncfsoy	șa.trei	ș'atrei	S a t r e j
221	453	șatrele	șatră	Ncfpry	șa.tre.le	ș'atrele	S a t r e l e
222	454	șatrelor	șatră	Ncfpoy	șa.tre.lor	ș'atrelor	S a t r e l o r
223	455	șatră	=	Ncfsrn	șa.tră	ș'atră	S a t r @
224	456	șaua	șa	Ncfsry	șa.ua	ș'aua	S a w a
225	458	șchioapa	șchioapă	Ncfsry	șchioa.pa	șchio'apa	S k_j o_X a p a
226	460	șchioape	șchioapă	Ncfp-n	șchioa.pe	șchio'ape	S k_j o_X a p e
227	461	șchioape	șchioapă	Ncfson	șchioa.pe	șchio'ape	S k_j o_X a p e
228	464	șchioapei	șchioapă	Ncfsoy	șchioa.pei	șchio'apei	S k_j o_X a p e j
229	466	șchioapele	șchioapă	Ncfpry	șchioa.pe.le	șchio'apele	S k_j o_X a p e l e
230	468	șchioapelor	șchioapă	Ncfpoy	șchioa.pe.lor	șchio'apelor	S k_j o_X a p e l o r
231	472	șchioapo	șchioapă	Ncfsvy	șchioa.po	șchio'apo	S k_j o_X a p o
232	473	șchioapă	=	Ncfsrn	șchioa.pă	șchio'apă	S k_j o_X a p @
233	512	școala	școală	Ncfsry	școa.la	șco'ala	S k o_X a l a
234	513	școală	=	Ncfsrn	școa.lă	șco'ală	S k o_X a l @
235	516	școlar	=	Ncms-n	șco.lar	școl'ar	S k o l a r
236	524	școlari	școlar	Ncmp-n	șco.lari	școl'ari	S k o l a r i_0
237	525	școlarii	școlar	Ncmpry	șco.la.rii	școl'arii	S k o l a r i j
238	526	școlarilor	școlar	Ncmpoy	șco.la.ri.lor	școl'arilor	S k o l a r i l o r
239	527	școlaritate	=	Ncfsrn	șco.la.ri.ta.te	școlarit'ate	S k o l a r i t a t e
240	528	școlaritatea	școlaritate	Ncfsry	șco.la.ri.ta.tea	școlarit'atea	S k o l a r i t a t e_X a
241	529	școlarități	școlaritate	Ncfp-n	șco.la.ri.tăți	școlarit'ăți	S k o l a r i t @ ts i_0
242	530	școlarități	școlaritate	Ncfson	șco.la.ri.tăți	școlarit'ăți	S k o l a r i t @ ts i_0
243	531	școlarității	școlaritate	Ncfsoy	șco.la.ri.tă.ții	școlarit'ății	S k o l a r i t @ ts i j
244	532	școlaritățile	școlaritate	Ncfpry	șco.la.ri.tă.ți.le	școlarit'ățile	S k o l a r i t @ ts i l e
245	533	școlarităților	școlaritate	Ncfpoy	șco.la.ri.tă.ți.lor	școlarit'ăților	S k o l a r i t @ ts i l o r
246	539	școlarizare	=	Ncfsrn	șco.la.ri.za.re	școlariz'are	S k o l a r i z a r e
247	540	școlarizarea	școlarizare	Ncfsry	șco.la.ri.za.rea	școlariz'area	S k o l a r i z a r e_X a
248	541	școlarizareo	școlarizare	Ncfsvy	șco.la.ri.za.reo	școlariz'areo	S k o l a r i z a r e_X o
249	582	școlarizări	școlarizare	Ncfp-n	șco.la.ri.zări	școlariz'ări	S k o l a r i z @ r i_0
250	583	școlarizări	școlarizare	Ncfson	șco.la.ri.zări	școlariz'ări	S k o l a r i z @ r i_0
251	584	școlarizării	școlarizare	Ncfsoy	șco.la.ri.ză.rii	școlariz'ării	S k o l a r i z @ r i j
252	585	școlarizările	școlarizare	Ncfpry	șco.la.ri.ză.ri.le	școlariz'ările	S k o l a r i z @ r i l e
253	586	școlarizărilor	școlarizare	Ncfpoy	șco.la.ri.ză.ri.lor	școlariz'ărilor	S k o l a r i z @ r i l o r
254	587	școlarul	școlar	Ncmsry	șco.la.rul	școl'arul	S k o l a r u l
255	588	școlarule	școlar	Ncmsvy	șco.la.ru.le	școl'arule	S k o l a r u l e
256	589	școlarului	școlar	Ncmsoy	șco.la.ru.lui	școl'arului	S k o l a r u l u j
257	603	școli	școală	Ncfp-n	școli	școli	S k o l i_0
258	604	școli	școală	Ncfson	școli	școli	S k o l i_0
259	605	școlii	școală	Ncfsoy	șco.lii	șc'olii	S k o l i j
260	607	școlile	școală	Ncfpry	șco.li.le	șc'olile	S k o l i l e
261	608	școlilor	școală	Ncfpoy	șco.li.lor	șc'olilor	S k o l i l o r
262	641	șcraba	șcrabă	Ncfsry	șcra.ba	șcr'aba	S k r a b a
263	642	șcrabe	șcrabă	Ncfp-n	șcra.be	șcr'abe	S k r a b e
264	643	șcrabe	șcrabă	Ncfson	șcra.be	șcr'abe	S k r a b e
265	644	șcrabei	șcrabă	Ncfsoy	șcra.bei	șcr'abei	S k r a b e j
266	645	șcrabele	șcrabă	Ncfpry	șcra.be.le	șcr'abele	S k r a b e l e
267	646	șcrabelor	șcrabă	Ncfpoy	șcra.be.lor	șcr'abelor	S k r a b e l o r
268	647	șcrabă	=	Ncfsrn	șcra.bă	șcr'abă	S k r a b @
269	664	ședere	=	Ncfsrn	șe.de.re	șed'ere	S e d e r e
270	665	șederea	ședere	Ncfsry	șe.de.rea	șed'erea	S e d e r e_X a
271	666	șederi	ședere	Ncfp-n	șe.deri	șed'eri	S e d e r i_0
272	667	șederi	ședere	Ncfson	șe.deri	șed'eri	S e d e r i_0
273	668	șederii	ședere	Ncfsoy	șe.de.rii	șed'erii	S e d e r i j
274	669	șederile	ședere	Ncfpry	șe.de.ri.le	șed'erile	S e d e r i l e
275	670	șederilor	ședere	Ncfpoy	șe.de.ri.lor	șed'erilor	S e d e r i l o r
276	673	ședința	ședință	Ncfsry	șe.din.ța	șed'ința	S e d i n ts a
277	674	ședințe	ședință	Ncfp-n	șe.din.țe	șed'ințe	S e d i n ts e
278	675	ședințe	ședință	Ncfson	șe.din.țe	șed'ințe	S e d i n ts e
279	676	ședinței	ședință	Ncfsoy	șe.din.ței	șed'inței	S e d i n ts e j
280	677	ședințele	ședință	Ncfpry	șe.din.țe.le	șed'ințele	S e d i n ts e l e
281	678	ședințelor	ședință	Ncfpoy	șe.din.țe.lor	șed'ințelor	S e d i n ts e l o r
282	679	ședință	=	Ncfsrn	șe.din.ță	șed'ință	S e d i n ts @
283	680	șef	=	Ncms-n	șef	șef	S e f
284	681	șefa	șefă	Ncfsry	șe.fa	ș'efa	S e f a
285	682	șefe	șefă	Ncfp-n	șe.fe	ș'efe	S e f e
286	683	șefe	șefă	Ncfson	șe.fe	ș'efe	S e f e
287	684	șefei	șefă	Ncfsoy	șe.fei	ș'efei	S e f e j
288	685	șefele	șefă	Ncfpry	șe.fe.le	ș'efele	S e f e l e
289	686	șefelor	șefă	Ncfpoy	șe.fe.lor	ș'efelor	S e f e l o r
290	687	șefi	șef	Ncmp-n	șefi	șefi	S e f i_0
291	688	șefia	șefie	Ncfsry	șe.fi.a	șef'ia	S e f i a
292	689	șefie	=	Ncfsrn	șe.fi.e	șef'ie	S e f i e
293	690	șefiei	șefie	Ncfsoy	șe.fi.ei	șef'iei	S e f i e j
294	691	șefii	șef	Ncmpry	șe.fii	ș'efii	S e f i j
295	692	șefii	șefie	Ncfp-n	șe.fii	șef'ii	S e f i j
296	693	șefii	șefie	Ncfson	șe.fii	șef'ii	S e f i j
