	INDEX	form	lemma	xpos	syllables	stress	phon
136363	136363	ghicitoare	=	Ncfsrn	ghi.ci.toa.re	ghicito'are	g_j i tS i t o_X a r e
136822	136822	gilbox	=	Ncfp-n	gil.box	g'ilbox	gZ i l b o k s
136823	136823	gilbox	=	Ncm--n	gil.box	g'ilbox	gZ i l b o k s
136824	136824	gilbox	=	Ncmsvn	gil.box	g'ilbox	gZ i l b o k s
136939	136939	ginseng	=	Ncfp-n	gin.seng	gins'eng	gZ i n s e n g
136940	136940	ginseng	=	Ncm--n	gin.seng	gins'eng	gZ i n s e n g
136941	136941	ginseng	=	Ncmsvn	gin.seng	gins'eng	gZ i n s e n g
137600	137600	gnu	=	Ncfp-n	gnu	gnu	g n u
137601	137601	gnu	=	Ncm--n	gnu	gnu	g n u
137602	137602	gnu	=	Ncmsvn	gnu	gnu	g n u
139704	139704	grus	=	Ncfp-n	grus	grus	g r u s
139705	139705	grus	=	Ncm--n	grus	grus	g r u s
139706	139706	grus	=	Ncmsvn	grus	grus	g r u s
140096	140096	gutui	=	Ncmp-n	gu.tui	gut'ui	g u t u j
140097	140097	gutui	=	Ncms-n	gu.tui	gut'ui	g u t u j
140252	140252	gâde	=	Ncms-n	gâ.de	g'âde	g 1 d e
140253	140253	gâde	=	Ncmsvy	gâ.de	g'âde	g 1 d e
141090	141090	hacienda	=	Ncfsrn	ha.ci.en.da	haci'enda	h a i e n d a
141091	141091	hacienda	=	Ncfsry	ha.ci.en.da	haci'enda	h a i e n d a
141195	141195	hailaif	=	Ncfp-n	hai.laif	h'ailaif	h a j l a j f
141196	141196	hailaif	=	Ncm--n	hai.laif	h'ailaif	h a j l a j f
141197	141197	hailaif	=	Ncmsvn	hai.laif	h'ailaif	h a j l a j f
141515	141515	haplea	=	Ncms-n	ha.plea	h'aplea	h a p l e_X a
141516	141516	haplea	=	Ncmsry	ha.plea	h'aplea	h a p l e_X a
141572	141572	hard	=	Ncfp-n	hard	hard	h a r d
141573	141573	hard	=	Ncm--n	hard	hard	h a r d
141574	141574	hard	=	Ncmsvn	hard	hard	h a r d
141906	141906	hemitorace	=	Ncfp-n	he.mi.to.ra.ce	hemitor'ace	h e m i t o r a tS e
141907	141907	hemitorace	=	Ncms-n	he.mi.to.ra.ce	hemitor'ace	h e m i t o r a tS e
142015	142015	herțog	=	Ncfp-n	her.țog	h'erțog	h e r ts o g
142016	142016	herțog	=	Ncm--n	her.țog	h'erțog	h e r ts o g
142017	142017	herțog	=	Ncmsvn	her.țog	h'erțog	h e r ts o g
142041	142041	hereford	=	Ncfp-n	he.re.ford	h'ereford	h e r f o r d
142042	142042	hereford	=	Ncm--n	he.re.ford	h'ereford	h e r f o r d
142043	142043	hereford	=	Ncmsvn	he.re.ford	h'ereford	h e r f o r d
142103	142103	hesperornis	=	Ncfp-n	hes.pe.ror.nis	hesper'ornis	h e s p e r o r n i s
142104	142104	hesperornis	=	Ncm--n	hes.pe.ror.nis	hesper'ornis	h e s p e r o r n i s
142105	142105	hesperornis	=	Ncmsvn	hes.pe.ror.nis	hesper'ornis	h e s p e r o r n i s
142601	142601	hidropneumotorax	=	Ncfp-n	hi.drop.ne.u.mo.to.rax	hidropneumotor'ax	h i d r o p n e u m o t o r a ks
142602	142602	hidropneumotorax	=	Ncm--n	hi.drop.ne.u.mo.to.rax	hidropneumotor'ax	h i d r o p n e u m o t o r a ks
142603	142603	hidropneumotorax	=	Ncmsvn	hi.drop.ne.u.mo.to.rax	hidropneumotor'ax	h i d r o p n e u m o t o r a ks
142816	142816	hipernefrom	=	Ncfp-n	hi.per.ne.from	hipernefr'om	h i p e r n e f r o m
142817	142817	hipernefrom	=	Ncm--n	hi.per.ne.from	hipernefr'om	h i p e r n e f r o m
142818	142818	hipernefrom	=	Ncmsvn	hi.per.ne.from	hipernefr'om	h i p e r n e f r o m
143360	143360	hodorogeală	=	Ncfsrn	ho.do.ro.gea.lă	hodoroge'ală	h o d o r o gZ a l @
143361	143361	hodorogeală	=	Ncfsry	ho.do.ro.gea.lă	hodoroge'ală	h o d o r o gZ a l @
143511	143511	holding	=	Nc---n	hol.ding	h'olding	h o l d i n g
143512	143512	holding	=	Ncms-n	hol.ding	h'olding	h o l d i n g
143552	143552	holtei	=	Ncmp-n	hol.tei	holt'ei	h o l t e j
143553	143553	holtei	=	Ncms-n	hol.tei	holt'ei	h o l t e j
143918	143918	hot	=	Ncfp-n	hot	hot	h o t
143919	143919	hot	=	Ncm--n	hot	hot	h o t
143920	143920	hot	=	Ncmsvn	hot	hot	h o t
144487	144487	humerus	=	Ncfp-n	hu.me.rus	h'umerus	h u m e r u s
144488	144488	humerus	=	Ncm--n	hu.me.rus	h'umerus	h u m e r u s
144489	144489	humerus	=	Ncmsvn	hu.me.rus	h'umerus	h u m e r u s
145045	145045	iahting	=	Ncfp-n	iah.ting	i'ahting	j a h t i n g
145046	145046	iahting	=	Ncm--n	iah.ting	i'ahting	j a h t i n g
145047	145047	iahting	=	Ncmsvn	iah.ting	i'ahting	j a h t i n g
145259	145259	iconoclasm	=	Ncfp-n	i.co.no.clasm	iconocl'asm	i k o n o k l a s m
145260	145260	iconoclasm	=	Ncm--n	i.co.no.clasm	iconocl'asm	i k o n o k l a s m
145261	145261	iconoclasm	=	Ncmsvn	i.co.no.clasm	iconocl'asm	i k o n o k l a s m
149685	149685	incub	=	Ncfp-n	in.cub	inc'ub	i n k u b
149686	149686	incub	=	Ncm--n	in.cub	inc'ub	i n k u b
149687	149687	incub	=	Ncmsvn	in.cub	inc'ub	i n k u b
152862	152862	inox	=	Ncfp-n	i.nox	in'ox	i n o ks
152863	152863	inox	=	Ncm--n	i.nox	in'ox	i n o ks
152864	152864	inox	=	Ncmsvn	i.nox	in'ox	i n o ks
152867	152867	input	=	Ncfp-n	in.put	'input	i n p u t
152868	152868	input	=	Ncm--n	in.put	'input	i n p u t
152869	152869	input	=	Ncmsvn	in.put	'input	i n p u t
158997	158997	islam	=	Ncfp-n	is.lam	isl'am	i s l a m
158998	158998	islam	=	Ncm--n	is.lam	isl'am	i s l a m
158999	158999	islam	=	Ncmsvn	is.lam	isl'am	i s l a m
159484	159484	istov	=	Ncfp-n	is.tov	ist'ov	i s t o v
159485	159485	istov	=	Ncm--n	is.tov	ist'ov	i s t o v
159486	159486	istov	=	Ncmsvn	is.tov	ist'ov	i s t o v
159668	159668	iuft	=	Ncfp-n	iuft	iuft	j u f t
159669	159669	iuft	=	Ncm--n	iuft	iuft	j u f t
159670	159670	iuft	=	Ncmsvn	iuft	iuft	j u f t
160305	160305	jale	=	Ncfson	ja.le	j'ale	Z a l e
160306	160306	jale	=	Ncfsrn	ja.le	j'ale	Z a l e
161519	161519	judo	=	Ncfp-n	ju.do	j'udo	Z u d o
161520	161520	judo	=	Ncms-n	ju.do	j'udo	Z u d o
162897	162897	lături	=	Ncfp-n	lă.turi	l'ături	l @ t u r i_0
162898	162898	lături	=	Ncfp-n	lă.turi	lăt'uri	l @ t u r i_0
163147	163147	labrador	=	Ncfp-n	la.bra.dor	labrad'or	l a b r a d o r
163148	163148	labrador	=	Ncm--n	la.bra.dor	labrad'or	l a b r a d o r
163149	163149	labrador	=	Ncmsvn	la.bra.dor	labrad'or	l a b r a d o r
163156	163156	labrum	=	Ncfp-n	la.brum	l'abrum	l a b r u m
163157	163157	labrum	=	Ncm--n	la.brum	l'abrum	l a b r u m
163158	163158	labrum	=	Ncmsvn	la.brum	l'abrum	l a b r u m
163488	163488	lanțug	=	Ncfp-n	lan.țug	lanț'ug	l a n ts u g
163489	163489	lanțug	=	Ncm--n	lan.țug	lanț'ug	l a n ts u g
163490	163490	lanțug	=	Ncmsvn	lan.țug	lanț'ug	l a n ts u g
163530	163530	landras	=	Ncfp-n	lan.dras	l'andras	l a n d r a s
163531	163531	landras	=	Ncm--n	lan.dras	l'andras	l a n d r a s
163532	163532	landras	=	Ncmsvn	lan.dras	l'andras	l a n d r a s
163904	163904	laudanum	=	Ncfp-n	lau.da.num	laud'anum	l a w d a n u m
163905	163905	laudanum	=	Ncm--n	lau.da.num	laud'anum	l a w d a n u m
163906	163906	laudanum	=	Ncmsvn	lau.da.num	laud'anum	l a w d a n u m
165361	165361	lezard	=	Ncfp-n	le.zard	lez'ard	l e z a r d
165362	165362	lezard	=	Ncm--n	le.zard	lez'ard	l e z a r d
165363	165363	lezard	=	Ncmsvn	le.zard	lez'ard	l e z a r d
166561	166561	linters	=	Ncfp-n	lin.ters	l'inters	l i n t e r s
166562	166562	linters	=	Ncm--n	lin.ters	l'inters	l i n t e r s
166563	166563	linters	=	Ncmsvn	lin.ters	l'inters	l i n t e r s
167031	167031	liur	=	Ncfp-n	liur	liur	l j u r
167032	167032	liur	=	Ncm--n	liur	liur	l j u r
167033	167033	liur	=	Ncmsvn	liur	liur	l j u r
168231	168231	lues	=	Ncfp-n	lu.es	l'ues	l u e s
168232	168232	lues	=	Ncm--n	lu.es	l'ues	l u e s
168233	168233	lues	=	Ncmsvn	lu.es	l'ues	l u e s
170365	170365	macrocosm	=	Ncfp-n	ma.cro.cosm	macroc'osm	m a k r o k o s m
170366	170366	macrocosm	=	Ncm--n	ma.cro.cosm	macroc'osm	m a k r o k o s m
170367	170367	macrocosm	=	Ncmsvn	ma.cro.cosm	macroc'osm	m a k r o k o s m
170409	170409	macrosporange	=	Ncms-n	ma.cro.spo.ran.ge	macrospor'ange	m a k r o s p o r a n gZ e
170410	170410	macrosporange	=	Ncmsvy	ma.cro.spo.ran.ge	macrospor'ange	m a k r o s p o r a n gZ e
170745	170745	magnetoflex	=	Ncfp-n	mag.ne.to.flex	magnetofl'ex	m a g n e t o f l e ks
170746	170746	magnetoflex	=	Ncm--n	mag.ne.to.flex	magnetofl'ex	m a g n e t o f l e ks
170747	170747	magnetoflex	=	Ncmsvn	mag.ne.to.flex	magnetofl'ex	m a g n e t o f l e ks
171698	171698	mangleală	=	Ncfsrn	man.glea.lă	mangle'ală	m a n g l e_X a l @
171699	171699	mangleală	=	Ncfsry	man.glea.lă	mangle'ală	m a n g l e_X a l @
172270	172270	marabut	=	Ncfp-n	ma.ra.but	marab'ut	m a r a b u t
172271	172271	marabut	=	Ncm--n	ma.ra.but	marab'ut	m a r a b u t
172272	172272	marabut	=	Ncmsvn	ma.ra.but	marab'ut	m a r a b u t
172661	172661	marijuana	=	Ncfsrn	ma.ri.jua.na	mariju'ana	m a r i Z w a n a
172662	172662	marijuana	=	Ncfsry	ma.ri.jua.na	mariju'ana	m a r i Z w a n a
175577	175577	mereng	=	Ncfp-n	me.reng	mer'eng	m e r e n g
175578	175578	mereng	=	Ncm--n	me.reng	mer'eng	m e r e n g
175579	175579	mereng	=	Ncmsvn	me.reng	mer'eng	m e r e n g
175848	175848	mesohippus	=	Ncfp-n	me.so.hi.ppus	mesoh'ippus	m e s o h i p u s
175849	175849	mesohippus	=	Ncm--n	me.so.hi.ppus	mesoh'ippus	m e s o h i p u s
175850	175850	mesohippus	=	Ncmsvn	me.so.hi.ppus	mesoh'ippus	m e s o h i p u s
176026	176026	metalazbest	=	Ncfp-n	me.tal.az.best	metalazb'est	m e t a l a z b e s t
176027	176027	metalazbest	=	Ncm--n	me.tal.az.best	metalazb'est	m e t a l a z b e s t
176028	176028	metalazbest	=	Ncmsvn	me.tal.az.best	metalazb'est	m e t a l a z b e s t
176211	176211	metatorax	=	Ncfp-n	me.ta.to.rax	metator'ax	m e t a t o r a ks
176212	176212	metatorax	=	Ncm--n	me.ta.to.rax	metator'ax	m e t a t o r a ks
176213	176213	metatorax	=	Ncmsvn	me.ta.to.rax	metator'ax	m e t a t o r a ks
176294	176294	metiloranj	=	Ncfp-n	me.ti.lo.ranj	metilor'anj	m e t i l o r a n Z
176295	176295	metiloranj	=	Ncm--n	me.ti.lo.ranj	metilor'anj	m e t i l o r a n Z
176296	176296	metiloranj	=	Ncmsvn	me.ti.lo.ranj	metilor'anj	m e t i l o r a n Z
176311	176311	metisaj	=	Ncfp-n	me.ti.saj	metis'aj	m e t i s a Z
176312	176312	metisaj	=	Ncm--n	me.ti.saj	metis'aj	m e t i s a Z
176313	176313	metisaj	=	Ncmsvn	me.ti.saj	metis'aj	m e t i s a Z
176867	176867	micro	=	Nc---n	mi.cro	m'icro	m i k r o
176868	176868	micro	=	Ncfp-n	mi.cro	m'icro	m i k r o
176869	176869	micro	=	Ncms-n	mi.cro	m'icro	m i k r o
178213	178213	minigolf	=	Ncfp-n	mi.ni.golf	minig'olf	m i n i g o l f
178214	178214	minigolf	=	Ncm--n	mi.ni.golf	minig'olf	m i n i g o l f
178215	178215	minigolf	=	Ncmsvn	mi.ni.golf	minig'olf	m i n i g o l f
179642	179642	mlecin	=	Ncfp-n	mle.cin	ml'ecin	m l e tS i n
179643	179643	mlecin	=	Ncm--n	mle.cin	ml'ecin	m l e tS i n
179644	179644	mlecin	=	Ncmsvn	mle.cin	ml'ecin	m l e tS i n
180922	180922	moldovenească	=	Ncfsrn	mol.do.ve.neas.că	moldovene'ască	m o l d o v e n e_X a s k @
180923	180923	moldovenească	=	Ncfsvy	mol.do.ve.neas.că	moldovene'ască	m o l d o v e n e_X a s k @
181363	181363	mondiale	=	Ncfp-n	mon.di.a.le	mondi'ale	m o n d i a l e
181364	181364	mondiale	=	Ncfpoy	mon.di.a.le	mondi'ale	m o n d i a l e
182176	182176	morfoleală	=	Ncfsrn	mor.fo.lea.lă	morfole'ală	m o r f o l e_X a l @
182177	182177	morfoleală	=	Ncfsry	mor.fo.lea.lă	morfole'ală	m o r f o l e_X a l @
182852	182852	mușchi	=	Ncmp-n	mușchi	mușchi	m u S k_j
182853	182853	mușchi	=	Ncms-n	mușchi	mușchi	m u S k_j
185646	185646	năhut	=	Ncfp-n	nă.hut	năh'ut	n @ h u t
185647	185647	năhut	=	Ncm--n	nă.hut	năh'ut	n @ h u t
185648	185648	năhut	=	Ncmsvn	nă.hut	năh'ut	n @ h u t
186512	186512	naft	=	Ncfp-n	naft	naft	n a f t
186513	186513	naft	=	Ncm--n	naft	naft	n a f t
186514	186514	naft	=	Ncmsvn	naft	naft	n a f t
186537	186537	naht	=	Ncfp-n	naht	naht	n a h t
186538	186538	naht	=	Ncm--n	naht	naht	n a h t
186539	186539	naht	=	Ncmsvn	naht	naht	n a h t
187300	187300	nea	=	Ncfsrn	nea	nea	n e_X a
187301	187301	nea	=	Ncms-n	nea	nea	n e_X a
196326	196326	neobaroc	=	Ncfp-n	ne.o.ba.roc	neobar'oc	n e o b a r o k
196327	196327	neobaroc	=	Ncm--n	ne.o.ba.roc	neobar'oc	n e o b a r o k
196328	196328	neobaroc	=	Ncmsvn	ne.o.ba.roc	neobar'oc	n e o b a r o k
196383	196383	neocatharsis	=	Ncfp-n	ne.o.ca.thar.sis	neoc'atharsis	n e o k a t a r s i s
196384	196384	neocatharsis	=	Ncm--n	ne.o.ca.thar.sis	neoc'atharsis	n e o k a t a r s i s
196385	196385	neocatharsis	=	Ncmsvn	ne.o.ca.thar.sis	neoc'atharsis	n e o k a t a r s i s
199836	199836	nevrax	=	Ncfp-n	ne.vrax	nevr'ax	n e v r a ks
199837	199837	nevrax	=	Ncm--n	ne.vrax	nevr'ax	n e v r a ks
199838	199838	nevrax	=	Ncmsvn	ne.vrax	nevr'ax	n e v r a ks
200872	200872	nimbostratus	=	Ncfp-n	nim.bo.stra.tus	nimbostr'atus	n i m b o s t r a t u s
200873	200873	nimbostratus	=	Ncm--n	nim.bo.stra.tus	nimbostr'atus	n i m b o s t r a t u s
200874	200874	nimbostratus	=	Ncmsvn	nim.bo.stra.tus	nimbostr'atus	n i m b o s t r a t u s
201030	201030	nirvana	=	Ncf--n	nir.va.na	nirv'ana	n i r v a n a
201031	201031	nirvana	=	Ncfsry	nir.va.na	nirv'ana	n i r v a n a
201059	201059	nistagmus	=	Ncfp-n	nis.tag.mus	nist'agmus	n i s t a g m u s
201060	201060	nistagmus	=	Ncm--n	nis.tag.mus	nist'agmus	n i s t a g m u s
201061	201061	nistagmus	=	Ncmsvn	nis.tag.mus	nist'agmus	n i s t a g m u s
202108	202108	novice	=	Ncf--n	no.vi.ce	nov'ice	n o v i tS e
202109	202109	novice	=	Ncms-n	no.vi.ce	nov'ice	n o v i tS e
205343	205343	oicumena	=	Ncfsrn	oi.cu.me.na	oicum'ena	o j k u m e n a
205344	205344	oicumena	=	Ncfsry	oi.cu.me.na	oicum'ena	o j k u m e n a
205526	205526	olm	=	Ncfp-n	olm	olm	o l m
205527	205527	olm	=	Ncm--n	olm	olm	o l m
205528	205528	olm	=	Ncmsvn	olm	olm	o l m
207446	207446	orc	=	Ncfp-n	orc	orc	o r k
207447	207447	orc	=	Ncm--n	orc	orc	o r k
207448	207448	orc	=	Ncmsvn	orc	orc	o r k
208217	208217	orjad	=	Ncfp-n	or.jad	orj'ad	o r Z a d
208218	208218	orjad	=	Ncm--n	or.jad	orj'ad	o r Z a d
208219	208219	orjad	=	Ncmsvn	or.jad	orj'ad	o r Z a d
209027	209027	otuzbir	=	Ncfp-n	o.tuz.bir	otuzb'ir	o t u z b i r
209028	209028	otuzbir	=	Ncm--n	o.tuz.bir	otuzb'ir	o t u z b i r
209029	209029	otuzbir	=	Ncmsvn	o.tuz.bir	otuzb'ir	o t u z b i r
209059	209059	ovăs	=	Ncfp-n	o.văs	ov'ăs	o v @ s
209060	209060	ovăs	=	Ncm--n	o.văs	ov'ăs	o v @ s
209061	209061	ovăs	=	Ncmsvn	o.văs	ov'ăs	o v @ s
211065	211065	pacfong	=	Ncfp-n	pac.fong	pacf'ong	p a k f o n g
211066	211066	pacfong	=	Ncm--n	pac.fong	pacf'ong	p a k f o n g
211067	211067	pacfong	=	Ncmsvn	pac.fong	pacf'ong	p a k f o n g
211497	211497	paliag	=	Ncfp-n	pa.liag	pali'ag	p a l j a g
211498	211498	paliag	=	Ncm--n	pa.liag	pali'ag	p a l j a g
211499	211499	paliag	=	Ncmsvn	pa.liag	pali'ag	p a l j a g
212733	212733	paralele	=	Ncfp-n	pa.ra.le.le	paral'ele	p a r a l e l e
212734	212734	paralele	=	Ncfson	pa.ra.le.le	paral'ele	p a r a l e l e
212902	212902	paranoia	=	Ncfsrn	pa.ra.no.ia	paran'oia	p a r a n o j a
212903	212903	paranoia	=	Ncfsry	pa.ra.no.ia	paran'oia	p a r a n o j a
215083	215083	peaj	=	Ncfp-n	pe.aj	pe'aj	p e a Z
215084	215084	peaj	=	Ncm--n	pe.aj	pe'aj	p e a Z
215085	215085	peaj	=	Ncmsvn	pe.aj	pe'aj	p e a Z
215634	215634	pemfigus	=	Ncfp-n	pem.fi.gus	p'emfigus	p e m f i g u s
215635	215635	pemfigus	=	Ncm--n	pem.fi.gus	p'emfigus	p e m f i g u s
215636	215636	pemfigus	=	Ncmsvn	pem.fi.gus	p'emfigus	p e m f i g u s
215909	215909	penicillium	=	Ncfp-n	pe.ni.ci.lli.um	penic'illium	p e n i tS i l l i u m
215910	215910	penicillium	=	Ncm--n	pe.ni.ci.lli.um	penic'illium	p e n i tS i l l i u m
215911	215911	penicillium	=	Ncmsvn	pe.ni.ci.lli.um	penic'illium	p e n i tS i l l i u m
217681	217681	pertinax	=	Ncfp-n	per.ti.nax	p'ertinax	p e r t i n a ks
217682	217682	pertinax	=	Ncm--n	per.ti.nax	p'ertinax	p e r t i n a ks
217683	217683	pertinax	=	Ncmsvn	per.ti.nax	p'ertinax	p e r t i n a ks
218369	218369	pezevenchi	=	Ncmp-n	pe.ze.venchi	pezev'enchi	p e z e v e n k_j
218370	218370	pezevenchi	=	Ncms-n	pe.ze.venchi	pezev'enchi	p e z e v e n k_j
220247	220247	pizzicato	=	Ncfp-n	piz.zi.ca.to	pizzic'ato	p j z z i k a t o
220248	220248	pizzicato	=	Ncms-n	piz.zi.ca.to	pizzic'ato	p j z z i k a t o
221642	221642	pleonast	=	Ncfp-n	ple.o.nast	pleon'ast	p l e o n a s t
221643	221643	pleonast	=	Ncm--n	ple.o.nast	pleon'ast	p l e o n a s t
221644	221644	pleonast	=	Ncmsvn	ple.o.nast	pleon'ast	p l e o n a s t
221761	221761	plexiglas	=	Ncfp-n	ple.xi.glas	pl'exiglas	p l e ks i g l a s
221762	221762	plexiglas	=	Ncm--n	ple.xi.glas	pl'exiglas	p l e ks i g l a s
221763	221763	plexiglas	=	Ncmsvn	ple.xi.glas	pl'exiglas	p l e ks i g l a s
222350	222350	plumpox	=	Ncfp-n	plum.pox	pl'umpox	p l u m p o ks
222351	222351	plumpox	=	Ncm--n	plum.pox	pl'umpox	p l u m p o ks
222352	222352	plumpox	=	Ncmsvn	plum.pox	pl'umpox	p l u m p o ks
222670	222670	pneumotorax	=	Ncfp-n	pne.u.mo.to.rax	pneumotor'ax	p n e u m o t o r a ks
222671	222671	pneumotorax	=	Ncm--n	pne.u.mo.to.rax	pneumotor'ax	p n e u m o t o r a ks
222672	222672	pneumotorax	=	Ncmsvn	pne.u.mo.to.rax	pneumotor'ax	p n e u m o t o r a ks
222970	222970	podușcă	=	Ncfsrn	po.duș.că	pod'ușcă	p o d u S k @
222971	222971	podușcă	=	Ncfsvy	po.duș.că	pod'ușcă	p o d u S k @
223620	223620	poliizopren	=	Ncfp-n	po.li.i.zo.pren	poliizopr'en	p o l i i z o p r e n
223621	223621	poliizopren	=	Ncm--n	po.li.i.zo.pren	poliizopr'en	p o l i i z o p r e n
223622	223622	poliizopren	=	Ncmsvn	po.li.i.zo.pren	poliizopr'en	p o l i i z o p r e n
224115	224115	pomeneală	=	Ncfsrn	po.me.nea.lă	pomene'ală	p o m e n e_X a l @
224116	224116	pomeneală	=	Ncfsry	po.me.nea.lă	pomene'ală	p o m e n e_X a l @
224381	224381	ponegreală	=	Ncfsrn	po.ne.grea.lă	ponegre'ală	p o n e g r e_X a l @
224382	224382	ponegreală	=	Ncfsry	po.ne.grea.lă	ponegre'ală	p o n e g r e_X a l @
225092	225092	portavoce	=	Ncfp-n	por.ta.vo.ce	portav'oce	p o r t a v o tS e
225093	225093	portavoce	=	Ncms-n	por.ta.vo.ce	portav'oce	p o r t a v o tS e
226109	226109	poticneală	=	Ncfsrn	po.tic.nea.lă	poticne'ală	p o t i k n e_X a l @
226110	226110	poticneală	=	Ncfsry	po.tic.nea.lă	poticne'ală	p o t i k n e_X a l @
228858	228858	prelarg	=	Ncfp-n	pre.larg	prel'arg	p r e l a r g
228859	228859	prelarg	=	Ncm--n	pre.larg	prel'arg	p r e l a r g
228860	228860	prelarg	=	Ncmsvn	pre.larg	prel'arg	p r e l a r g
228960	228960	preliminarii	=	Ncfp-n	pre.li.mi.na.ri.i	prelimin'arii	p r e l i m i n a r i i
228961	228961	preliminarii	=	Ncfson	pre.li.mi.na.ri.i	prelimin'arii	p r e l i m i n a r i i
229422	229422	prenume	=	Ncfp-n	pre.nu.me	pren'ume	p r e n u m e
229423	229423	prenume	=	Ncms-n	pre.nu.me	pren'ume	p r e n u m e
232359	232359	privegheală	=	Ncfsrn	pri.ve.ghea.lă	priveghe'ală	p r i v e g_j a l @
232360	232360	privegheală	=	Ncfsry	pri.ve.ghea.lă	priveghe'ală	p r i v e g_j a l @
232626	232626	proțăpeală	=	Ncfsrn	pro.ță.pea.lă	proțăpe'ală	p r o ts @ p e_X a l @
232627	232627	proțăpeală	=	Ncfsry	pro.ță.pea.lă	proțăpe'ală	p r o ts @ p e_X a l @
234633	234633	pronume	=	Ncfp-n	pro.nu.me	pron'ume	p r o n u m e
234634	234634	pronume	=	Ncms-n	pro.nu.me	pron'ume	p r o n u m e
234866	234866	propolis	=	Ncfp-n	pro.po.lis	prop'olis	p r o p o l i s
234867	234867	propolis	=	Ncm--n	pro.po.lis	prop'olis	p r o p o l i s
234868	234868	propolis	=	Ncmsvn	pro.po.lis	prop'olis	p r o p o l i s
235255	235255	prosteală	=	Ncfsrn	pros.tea.lă	proste'ală	p r o s t e_X a l @
235256	235256	prosteală	=	Ncfsry	pros.tea.lă	proste'ală	p r o s t e_X a l @
236278	236278	prut	=	Ncfp-n	prut	prut	p r u t
236279	236279	prut	=	Ncm--n	prut	prut	p r u t
236280	236280	prut	=	Ncmsvn	prut	prut	p r u t
236957	236957	puști	=	Ncmp-n	puști	puști	p u S t i_0
236958	236958	puști	=	Ncms-n	puști	puști	p u S t i_0
237277	237277	pudlaj	=	Ncfp-n	pu.dlaj	pudl'aj	p u d l a Z
237278	237278	pudlaj	=	Ncm--n	pu.dlaj	pudl'aj	p u d l a Z
237279	237279	pudlaj	=	Ncmsvn	pu.dlaj	pudl'aj	p u d l a Z
237450	237450	pui	=	Ncmp-n	pui	pui	p u j
237451	237451	pui	=	Ncms-n	pui	pui	p u j
237999	237999	purim	=	Ncfp-n	pu.rim	p'urim	p u r i m
238000	238000	purim	=	Ncm--n	pu.rim	p'urim	p u r i m
238001	238001	purim	=	Ncmsvn	pu.rim	p'urim	p u r i m
238298	238298	putrezeală	=	Ncfsrn	pu.tre.zea.lă	putreze'ală	p u t r e z e_X a l @
238299	238299	putrezeală	=	Ncfsry	pu.tre.zea.lă	putreze'ală	p u t r e z e_X a l @
238518	238518	pântece	=	Ncfp-n	pân.te.ce	p'ântece	p 1 n t e tS e
238519	238519	pântece	=	Ncms-n	pân.te.ce	p'ântece	p 1 n t e tS e
238552	238552	pârțag	=	Ncfp-n	pâr.țag	pârț'ag	p 1 r ts a g
238553	238553	pârțag	=	Ncm--n	pâr.țag	pârț'ag	p 1 r ts a g
238554	238554	pârțag	=	Ncmsvn	pâr.țag	pârț'ag	p 1 r ts a g
239694	239694	rărunchi	=	Ncmp-n	ră.runchi	răr'unchi	r @ r u n k_j
239695	239695	rărunchi	=	Ncms-n	ră.runchi	răr'unchi	r @ r u n k_j
241931	241931	radiofosfor	=	Ncfp-n	ra.di.o.fos.for	radiof'osfor	r a d i o f o s f o r
241932	241932	radiofosfor	=	Ncm--n	ra.di.o.fos.for	radiof'osfor	r a d i o f o s f o r
241933	241933	radiofosfor	=	Ncmsvn	ra.di.o.fos.for	radiof'osfor	r a d i o f o s f o r
242305	242305	radon	=	Ncfp-n	ra.don	rad'on	r a d o n
242306	242306	radon	=	Ncm--n	ra.don	rad'on	r a d o n
242307	242307	radon	=	Ncmsvn	ra.don	rad'on	r a d o n
242958	242958	rast	=	Ncfp-n	rast	rast	r a s t
242959	242959	rast	=	Ncm--n	rast	rast	r a s t
242960	242960	rast	=	Ncmsvn	rast	rast	r a s t
250118	250118	remf	=	Ncfp-n	remf	remf	r e m f
250119	250119	remf	=	Ncm--n	remf	remf	r e m f
250120	250120	remf	=	Ncmsvn	remf	remf	r e m f
250676	250676	renume	=	Ncfp-n	re.nu.me	ren'ume	r e n u m e
250677	250677	renume	=	Ncms-n	re.nu.me	ren'ume	r e n u m e
256462	256462	rinichi	=	Ncmp-n	ri.nichi	rin'ichi	r i n i k_j
256463	256463	rinichi	=	Ncms-n	ri.nichi	rin'ichi	r i n i k_j
258908	258908	rusalii	=	Ncfp-n	ru.sa.lii	rus'alii	r u s a l i j
258909	258909	rusalii	=	Ncfson	ru.sa.lii	rus'alii	r u s a l i j
261263	261263	salvamont	=	Ncfp-n	sal.va.mont	salvam'ont	s a l v a m o n t
261264	261264	salvamont	=	Ncm--n	sal.va.mont	salvam'ont	s a l v a m o n t
261265	261265	salvamont	=	Ncmsvn	sal.va.mont	salvam'ont	s a l v a m o n t
261408	261408	samurai	=	Ncmp-n	sa.mu.rai	samur'ai	s a m u r a j
261409	261409	samurai	=	Ncms-n	sa.mu.rai	samur'ai	s a m u r a j
262001	262001	saturn	=	Ncfp-n	sa.turn	sat'urn	s a t u r n
262002	262002	saturn	=	Ncm--n	sa.turn	sat'urn	s a t u r n
262003	262003	saturn	=	Ncmsvn	sa.turn	sat'urn	s a t u r n
