	INDEX	form	lemma	xpos	syllables	stress	phon
262386	262386	scai	=	Ncmp-n	scai	scai	s k a j
262387	262387	scai	=	Ncms-n	scai	scai	s k a j
265562	265562	secui	=	Ncmp-n	se.cui	sec'ui	s e k u j
265563	265563	secui	=	Ncms-n	se.cui	sec'ui	s e k u j
266473	266473	semifond	=	Ncfp-n	se.mi.fond	semif'ond	s e m i f o n d
266474	266474	semifond	=	Ncm--n	se.mi.fond	semif'ond	s e m i f o n d
266475	266475	semifond	=	Ncmsvn	se.mi.fond	semif'ond	s e m i f o n d
268396	268396	sfinghe	=	Ncms-n	sfin.ghe	sf'inghe	s f i n g_j e
268397	268397	sfinghe	=	Ncmsvy	sfin.ghe	sf'inghe	s f i n g_j e
269327	269327	silențium	=	Ncfp-n	si.len.ți.um	sil'ențium	s i l e n ts i u m
269328	269328	silențium	=	Ncm--n	si.len.ți.um	sil'ențium	s i l e n ts i u m
269329	269329	silențium	=	Ncmsvn	si.len.ți.um	sil'ențium	s i l e n ts i u m
269650	269650	sima	=	Ncfsrn	si.ma	s'ima	s i m a
269651	269651	sima	=	Ncfsry	si.ma	s'ima	s i m a
270812	270812	sirocco	=	Ncfp-n	si.ro.cco	sir'occo	s i r o k o
270813	270813	sirocco	=	Ncms-n	si.ro.cco	sir'occo	s i r o k o
271326	271326	slap	=	Ncfp-n	slap	slap	s l a p
271327	271327	slap	=	Ncm--n	slap	slap	s l a p
271328	271328	slap	=	Ncmsvn	slap	slap	s l a p
272770	272770	soft	=	Ncfp-n	soft	soft	s o f t
272771	272771	soft	=	Ncm--n	soft	soft	s o f t
272772	272772	soft	=	Ncmsvn	soft	soft	s o f t
273605	273605	sorg	=	Ncfp-n	sorg	sorg	s o r g
273606	273606	sorg	=	Ncm--n	sorg	sorg	s o r g
273607	273607	sorg	=	Ncmsvn	sorg	sorg	s o r g
274251	274251	spate	=	Ncfp-n	spa.te	sp'ate	s p a t e
274252	274252	spate	=	Ncms-n	spa.te	sp'ate	s p a t e
283269	283269	sunna	=	Ncfsrn	sun.na	s'unna	s u n n a
283270	283270	sunna	=	Ncfsry	sun.na	s'unna	s u n n a
287296	287296	table	=	Ncfp-n	ta.ble	t'able	t a b l e
287297	287297	table	=	Ncfson	ta.ble	t'able	t a b l e
287692	287692	talc	=	Ncfp-n	talc	talc	t a l k
287693	287693	talc	=	Ncm--n	talc	talc	t a l k
287694	287694	talc	=	Ncmsvn	talc	talc	t a l k
287874	287874	tanăt	=	Ncfp-n	ta.năt	tan'ăt	t a n @ t
287875	287875	tanăt	=	Ncm--n	ta.năt	tan'ăt	t a n @ t
287876	287876	tanăt	=	Ncmsvn	ta.năt	tan'ăt	t a n @ t
288305	288305	tatu	=	Ncfp-n	ta.tu	tat'u	t a t u
288306	288306	tatu	=	Ncm--n	ta.tu	tat'u	t a t u
288307	288307	tatu	=	Ncmsvn	ta.tu	tat'u	t a t u
288645	288645	teflon	=	Ncfp-n	te.flon	tefl'on	t e f l o n
288646	288646	teflon	=	Ncm--n	te.flon	tefl'on	t e f l o n
288647	288647	teflon	=	Ncmsvn	te.flon	tefl'on	t e f l o n
289015	289015	telegnozis	=	Ncfp-n	te.leg.no.zis	telegn'ozis	t e l e g n o z i s
289016	289016	telegnozis	=	Ncm--n	te.leg.no.zis	telegn'ozis	t e l e g n o z i s
289017	289017	telegnozis	=	Ncmsvn	te.leg.no.zis	telegn'ozis	t e l e g n o z i s
289074	289074	telerecording	=	Ncfp-n	te.le.re.cor.ding	telerec'ording	t e l e r e k o r d i n g
289075	289075	telerecording	=	Ncm--n	te.le.re.cor.ding	telerec'ording	t e l e r e k o r d i n g
289076	289076	telerecording	=	Ncmsvn	te.le.re.cor.ding	telerec'ording	t e l e r e k o r d i n g
289138	289138	teletax	=	Ncfp-n	te.le.tax	telet'ax	t e l e t a ks
289139	289139	teletax	=	Ncm--n	te.le.tax	telet'ax	t e l e t a ks
289140	289140	teletax	=	Ncmsvn	te.le.tax	telet'ax	t e l e t a ks
289372	289372	tempera	=	Ncfsrn	tem.pe.ra	t'empera	t e m p e r a
289373	289373	tempera	=	Ncfsry	tem.pe.ra	t'empera	t e m p e r a
290663	290663	terraforming	=	Ncfp-n	te.rra.for.ming	terraf'orming	t e r r a f o r m i n g
290664	290664	terraforming	=	Ncm--n	te.rra.for.ming	terraf'orming	t e r r a f o r m i n g
290665	290665	terraforming	=	Ncmsvn	te.rra.for.ming	terraf'orming	t e r r a f o r m i n g
290803	290803	tetrahidrobenzen	=	Ncfp-n	te.tra.hi.dro.ben.zen	tetrahidrobenz'en	t e t r a h i d r o b e n z e n
290804	290804	tetrahidrobenzen	=	Ncm--n	te.tra.hi.dro.ben.zen	tetrahidrobenz'en	t e t r a h i d r o b e n z e n
290805	290805	tetrahidrobenzen	=	Ncmsvn	te.tra.hi.dro.ben.zen	tetrahidrobenz'en	t e t r a h i d r o b e n z e n
290855	290855	texoprint	=	Ncfp-n	te.xo.print	texopr'int	t e ks o p r i n t
290856	290856	texoprint	=	Ncm--n	te.xo.print	texopr'int	t e ks o p r i n t
290857	290857	texoprint	=	Ncmsvn	te.xo.print	texopr'int	t e ks o p r i n t
290867	290867	textile	=	Ncfp-n	tex.ti.le	text'ile	t e ks t i l e
290868	290868	textile	=	Ncfson	tex.ti.le	text'ile	t e ks t i l e
292442	292442	toluen	=	Ncfp-n	to.lu.en	tolu'en	t o l u e n
292443	292443	toluen	=	Ncm--n	to.lu.en	tolu'en	t o l u e n
292444	292444	toluen	=	Ncmsvn	to.lu.en	tolu'en	t o l u e n
292747	292747	torace	=	Ncfp-n	to.ra.ce	tor'ace	t o r a tS e
292748	292748	torace	=	Ncms-n	to.ra.ce	tor'ace	t o r a tS e
294869	294869	transtrav	=	Ncfp-n	tran.strav	transtr'av	t r a n s t r a v
294870	294870	transtrav	=	Ncm--n	tran.strav	transtr'av	t r a n s t r a v
294871	294871	transtrav	=	Ncmsvn	tran.strav	transtr'av	t r a n s t r a v
296168	296168	triclinium	=	Ncfp-n	tri.cli.ni.um	tricl'inium	t r i k l i n i u m
296169	296169	triclinium	=	Ncm--n	tri.cli.ni.um	tricl'inium	t r i k l i n i u m
296170	296170	triclinium	=	Ncmsvn	tri.cli.ni.um	tricl'inium	t r i k l i n i u m
299180	299180	târâș	=	Ncfp-n	tâ.râș	târ'âș	t 1 r 1 S
299181	299181	târâș	=	Ncm--n	tâ.râș	târ'âș	t 1 r 1 S
299182	299182	târâș	=	Ncmsvn	tâ.râș	târ'âș	t 1 r 1 S
300587	300587	umlaut	=	Ncfp-n	um.laut	'umlaut	u m l a w t
300588	300588	umlaut	=	Ncm--n	um.laut	'umlaut	u m l a w t
300589	300589	umlaut	=	Ncmsvn	um.laut	'umlaut	u m l a w t
300715	300715	unchi	=	Ncmp-n	unchi	unchi	u n k_j
300716	300716	unchi	=	Ncms-n	unchi	unchi	u n k_j
300769	300769	undelemn	=	Ncfp-n	un.de.lemn	undel'emn	u n d e l e m n
300770	300770	undelemn	=	Ncm--n	un.de.lemn	undel'emn	u n d e l e m n
300771	300771	undelemn	=	Ncmsvn	un.de.lemn	undel'emn	u n d e l e m n
300924	300924	ungurească	=	Ncfsrn	un.gu.reas.că	ungure'ască	u n g u r e_X a s k @
300925	300925	ungurească	=	Ncfsvy	un.gu.reas.că	ungure'ască	u n g u r e_X a s k @
303753	303753	valdrap	=	Ncfp-n	val.drap	valdr'ap	v a l d r a p
303754	303754	valdrap	=	Ncm--n	val.drap	valdr'ap	v a l d r a p
303755	303755	valdrap	=	Ncmsvn	val.drap	valdr'ap	v a l d r a p
304397	304397	vasilisc	=	Ncfp-n	va.si.lisc	vasil'isc	v a s i l i s k
304398	304398	vasilisc	=	Ncm--n	va.si.lisc	vasil'isc	v a s i l i s k
304399	304399	vasilisc	=	Ncmsvn	va.si.lisc	vasil'isc	v a s i l i s k
305296	305296	verbiaj	=	Ncfp-n	ver.bi.aj	verbi'aj	v e r b i a Z
305297	305297	verbiaj	=	Ncm--n	ver.bi.aj	verbi'aj	v e r b i a Z
305298	305298	verbiaj	=	Ncmsvn	ver.bi.aj	verbi'aj	v e r b i a Z
306961	306961	vinograd	=	Ncfp-n	vi.no.grad	vinogr'ad	v i n o g r a d
306962	306962	vinograd	=	Ncm--n	vi.no.grad	vinogr'ad	v i n o g r a d
306963	306963	vinograd	=	Ncmsvn	vi.no.grad	vinogr'ad	v i n o g r a d
309017	309017	vraci	=	Ncmp-n	vraci	vraci	v r a tS
309018	309018	vraci	=	Ncms-n	vraci	vraci	v r a tS
309665	309665	vânj	=	Ncfp-n	vânj	vânj	v 1 n Z
309666	309666	vânj	=	Ncm--n	vânj	vânj	v 1 n Z
309667	309667	vânj	=	Ncmsvn	vânj	vânj	v 1 n Z
310840	310840	zaiflâc	=	Ncfp-n	za.i.flâc	zaifl'âc	z a i f l 1 k
310841	310841	zaiflâc	=	Ncm--n	za.i.flâc	zaifl'âc	z a i f l 1 k
310842	310842	zaiflâc	=	Ncmsvn	za.i.flâc	zaifl'âc	z a i f l 1 k
310911	310911	zapt	=	Ncfp-n	zapt	zapt	z a p t
310912	310912	zapt	=	Ncm--n	zapt	zapt	z a p t
310913	310913	zapt	=	Ncmsvn	zapt	zapt	z a p t
311104	311104	zbeg	=	Ncfp-n	zbeg	zbeg	z b e g
311105	311105	zbeg	=	Ncm--n	zbeg	zbeg	z b e g
311106	311106	zbeg	=	Ncmsvn	zbeg	zbeg	z b e g
311901	311901	zdruncen	=	Ncfp-n	zdrun.cen	zdr'uncen	z d r u n tS e n
311902	311902	zdruncen	=	Ncm--n	zdrun.cen	zdr'uncen	z d r u n tS e n
311903	311903	zdruncen	=	Ncmsvn	zdrun.cen	zdr'uncen	z d r u n tS e n
312083	312083	zerdiceaf	=	Ncfp-n	zer.di.ceaf	zerdice'af	z e r d i tS a f
312084	312084	zerdiceaf	=	Ncm--n	zer.di.ceaf	zerdice'af	z e r d i tS a f
312085	312085	zerdiceaf	=	Ncmsvn	zer.di.ceaf	zerdice'af	z e r d i tS a f
312858	312858	zingăt	=	Ncfp-n	zin.găt	z'ingăt	z i n g @ t
312859	312859	zingăt	=	Ncm--n	zin.găt	z'ingăt	z i n g @ t
312860	312860	zingăt	=	Ncmsvn	zin.găt	z'ingăt	z i n g @ t
313079	313079	zona	=	Ncfsrn	zo.na	z'ona	z o n a
313080	313080	zona	=	Ncfsry	zo.na	z'ona	z o n a
313156	313156	zori	=	Ncfp-n	zori	zori	z o r i_0
313157	313157	zori	=	Ncmp-n	zori	zori	z o r i_0
314406	314406	îmbrobodeală	=	Ncfsrn	îm.bro.bo.dea.lă	îmbrobode'ală	1 m b r o b o d e_X a l @
314407	314407	îmbrobodeală	=	Ncfsry	îm.bro.bo.dea.lă	îmbrobode'ală	1 m b r o b o d e_X a l @
314417	314417	îmbrânceală	=	Ncfsrn	îm.brân.cea.lă	îmbrânce'ală	1 m b r 1 n tS 
314418	314418	îmbrânceală	=	Ncfsry	îm.brân.cea.lă	îmbrânce'ală	1 m b r 1 n tS 
315634	315634	împotriveală	=	Ncfsrn	îm.po.tri.vea.lă	împotrive'ală	1 m p o t r i v e_X a l @
315635	315635	împotriveală	=	Ncfsry	îm.po.tri.vea.lă	împotrive'ală	1 m p o t r i v e_X a l @
316533	316533	înăcreală	=	Ncfsrn	î.nă.crea.lă	înăcre'ală	1 n @ k r e_X a l @
316534	316534	înăcreală	=	Ncfsry	î.nă.crea.lă	înăcre'ală	1 n @ k r e_X a l @
317195	317195	înțepeneală	=	Ncfsrn	în.țe.pe.nea.lă	înțepene'ală	1 n ts e p e n e_X a l @
317196	317196	înțepeneală	=	Ncfsry	în.țe.pe.nea.lă	înțepene'ală	1 n ts e p e n e_X a l @
319112	319112	încolăceală	=	Ncfsrn	în.co.lă.cea.lă	încolăce'ală	1 n k o l @ tS a l @
319113	319113	încolăceală	=	Ncfsry	în.co.lă.cea.lă	încolăce'ală	1 n k o l @ tS a l @
